,loss,reward,pct_explored,ep_len
0,229689280.0,-1943.0,7.56820783244022,2.0
1,1295947392.0,-540.0,31.670547929868558,14.0
2,862121152.0,-942.0,29.147333118941514,11.0
3,740289472.0,-2066.0,20.565075075424886,15.0
4,525122080.0,-906.0,21.941395944237165,11.0
5,352563520.0,-919.0,26.772806980026516,9.0
6,53889852.0,-1924.0,6.430252411056251,2.0
7,111460416.0,-1800.0,9.542221869712352,3.0
8,145693712.0,-1604.0,16.011066673971403,4.0
9,446330944.0,-1085.0,27.89353477652396,13.0
10,271697824.0,-995.0,29.028780550078725,8.0
11,216305824.0,-888.0,26.484578963670955,8.0
12,52122256.0,-2000.0,5.385106154497275,1.0
13,278039104.0,-1130.0,23.47948940389144,11.0
14,577111680.0,151.0,29.362949236354847,25.0
15,101801536.0,-1530.0,14.20560013907816,4.0
16,56374596.0,-1961.0,8.03796083579477,3.0
17,117240072.0,-1671.0,7.593372391065543,5.0
18,23197906.0,-2000.0,4.649389759652344,1.0
19,60066096.0,-1649.0,13.81502533399918,4.0
20,514725952.0,1755.0,50.65047046606036,25.0
21,199644160.0,-1290.0,21.193506161976615,11.0
22,208694688.0,-1879.0,13.645427553154665,12.0
23,71331944.0,-1373.0,23.540242775092064,5.0
24,207107936.0,-1321.0,24.449519012735625,15.0
25,50471088.0,-1403.0,14.145880162793231,5.0
26,30869016.0,-1819.0,12.164169104674274,5.0
27,82232864.0,-1641.0,19.15692638319335,9.0
28,199637328.0,-1940.0,22.02009749189837,12.0
29,81939480.0,-1409.0,21.193547606370107,9.0
30,338825344.0,742.0,35.8579069934673,25.0
31,73862464.0,-1298.0,26.3219166400961,7.0
32,133822400.0,-1750.0,9.200209095661265,7.0
33,17436034.0,-1786.0,9.123720284574006,3.0
34,146706304.0,-1506.0,30.841419462156917,13.0
35,243739440.0,241.0,30.852896952136362,25.0
36,32505298.0,-1489.0,19.733063915771563,6.0
37,17695944.0,-1809.0,4.581994053900846,2.0
38,12162546.0,-2000.0,2.973444283267961,1.0
39,58700248.0,-1383.0,18.022463730435234,9.0
40,39668124.0,-1673.0,8.559719880689924,5.0
41,10758739.0,-2000.0,3.326032286850004,1.0
42,85612480.0,-494.0,34.50943998842976,12.0
43,46149036.0,-1603.0,14.690666476380763,6.0
